location,num_postings,side,dot_index,longitude,latitude,geometry
Wood St between 26th St and 32nd St,5,middle,0,-122.2909727601377,37.82185597347457,POINT (-122.2909727601377 37.82185597347457)
Wood St between 26th St and 32nd St,5,middle,1,-122.29092968023171,37.82191114703436,POINT (-122.29092968023171 37.82191114703436)
Wood St between 26th St and 32nd St,5,middle,2,-122.29088660032573,37.82196632059416,POINT (-122.29088660032573 37.82196632059416)
Wood St between 26th St and 32nd St,5,middle,3,-122.29084352041976,37.82202149415396,POINT (-122.29084352041976 37.82202149415396)
Wood St between 26th St and 32nd St,5,middle,4,-122.29080044051376,37.82207666771375,POINT (-122.29080044051376 37.82207666771375)
34th St between Andover St & Elm St,1,middle,0,-122.26439089803647,37.82200213519892,POINT (-122.26439089803647 37.82200213519892)
Webster St between 36th St and 34th St,2,middle,0,-122.2619015736118,37.82232063027556,POINT (-122.2619015736118 37.82232063027556)
Webster St between 36th St and 34th St,2,middle,1,-122.26191280078497,37.82238972405663,POINT (-122.26191280078497 37.82238972405663)
34th St between Elm St & Telegraph Ave,1,middle,0,-122.26540435088481,37.82224124052272,POINT (-122.26540435088481 37.82224124052272)
Telegraph Ave between 34th St and 35th St.,1,middle,0,-122.26620222431833,37.822710862011775,POINT (-122.26620222431833 37.822710862011775)
33rd St between 34th St and Telegraph Ave,1,middle,0,-122.26796934869567,37.82256160839979,POINT (-122.26796934869567 37.82256160839979)
MLK between 34th St and 35th St,1,middle,0,-122.26999426110001,37.82354379427304,POINT (-122.26999426110001 37.82354379427304)
Webster St between 36th St and 37th St,11,middle,0,-122.26199470022125,37.823940822774425,POINT (-122.26199470022125 37.823940822774425)
Webster St between 36th St and 37th St,11,middle,1,-122.26197635166486,37.82400837520205,POINT (-122.26197635166486 37.82400837520205)
Webster St between 36th St and 37th St,11,middle,2,-122.26195800310845,37.82407592762967,POINT (-122.26195800310845 37.82407592762967)
Webster St between 36th St and 37th St,11,middle,3,-122.26193965455205,37.8241434800573,POINT (-122.26193965455205 37.8241434800573)
Webster St between 36th St and 37th St,11,middle,4,-122.26192130599564,37.824211032484925,POINT (-122.26192130599564 37.824211032484925)
Webster St between 36th St and 37th St,11,middle,5,-122.26190295743925,37.82427858491255,POINT (-122.26190295743925 37.82427858491255)
Webster St between 36th St and 37th St,11,middle,6,-122.26188460888284,37.82434613734017,POINT (-122.26188460888284 37.82434613734017)
Webster St between 36th St and 37th St,11,middle,7,-122.26186626032644,37.824413689767795,POINT (-122.26186626032644 37.824413689767795)
Webster St between 36th St and 37th St,11,left,0,-122.26209120368928,37.82396703499786,POINT (-122.26209120368928 37.82396703499786)
Webster St between 36th St and 37th St,11,left,1,-122.26207285513289,37.82403458742548,POINT (-122.26207285513289 37.82403458742548)
Webster St between 36th St and 37th St,11,left,2,-122.26205450657648,37.8241021398531,POINT (-122.26205450657648 37.8241021398531)
MLK between 35th St and 36th St,7,middle,0,-122.26980470458334,37.82435736037276,POINT (-122.26980470458334 37.82435736037276)
MLK between 35th St and 36th St,7,middle,1,-122.26978793484378,37.82442532194892,POINT (-122.26978793484378 37.82442532194892)
MLK between 35th St and 36th St,7,middle,2,-122.2697711651042,37.824493283525086,POINT (-122.2697711651042 37.824493283525086)
MLK between 35th St and 36th St,7,middle,3,-122.26975439536463,37.82456124510125,POINT (-122.26975439536463 37.82456124510125)
MLK between 35th St and 36th St,7,middle,4,-122.26973762562505,37.824629206677415,POINT (-122.26973762562505 37.824629206677415)
MLK between 35th St and 36th St,7,middle,5,-122.26972085588548,37.82469716825358,POINT (-122.26972085588548 37.82469716825358)
MLK between 35th St and 36th St,7,middle,6,-122.26970408614591,37.82476512982974,POINT (-122.26970408614591 37.82476512982974)
W MacArthur Blvd between Manila Ave & Broadway,1,middle,0,-122.25875518645512,37.82453440116384,POINT (-122.25875518645512 37.82453440116384)
Webster St between 37th St and W MacArthur Blvd,10,middle,0,-122.26179110912034,37.82469107956935,POINT (-122.26179110912034 37.82469107956935)
Webster St between 37th St and W MacArthur Blvd,10,middle,1,-122.26177284710062,37.82475865544252,POINT (-122.26177284710062 37.82475865544252)
Webster St between 37th St and W MacArthur Blvd,10,middle,2,-122.26175458508091,37.824826231315704,POINT (-122.26175458508091 37.824826231315704)
Webster St between 37th St and W MacArthur Blvd,10,middle,3,-122.26173632306119,37.824893807188886,POINT (-122.26173632306119 37.824893807188886)
Webster St between 37th St and W MacArthur Blvd,10,middle,4,-122.26171806104148,37.82496138306207,POINT (-122.26171806104148 37.82496138306207)
Webster St between 37th St and W MacArthur Blvd,10,middle,5,-122.26169979902176,37.82502895893524,POINT (-122.26169979902176 37.82502895893524)
Webster St between 37th St and W MacArthur Blvd,10,middle,6,-122.26168153700205,37.825096534808424,POINT (-122.26168153700205 37.825096534808424)
Webster St between 37th St and W MacArthur Blvd,10,left,0,-122.26188764608203,37.82471716816894,POINT (-122.26188764608203 37.82471716816894)
Webster St between 37th St and W MacArthur Blvd,10,left,1,-122.26186938406231,37.82478474404211,POINT (-122.26186938406231 37.82478474404211)
Webster St between 37th St and W MacArthur Blvd,10,left,2,-122.2618511220426,37.824852319915294,POINT (-122.2618511220426 37.824852319915294)
Beach St between 34th St and Shellmound St: 3400 Beach St/ 3502 Beach St (Fencing line),1,middle,0,-122.28953525389635,37.8246382278155,POINT (-122.28953525389635 37.8246382278155)
West between 35th and 36th St,9,middle,0,-122.27233997698261,37.82496525258977,POINT (-122.27233997698261 37.82496525258977)
West between 35th and 36th St,9,middle,1,-122.27232262309238,37.82503306735582,POINT (-122.27232262309238 37.82503306735582)
West between 35th and 36th St,9,middle,2,-122.27230526920216,37.825100882121866,POINT (-122.27230526920216 37.825100882121866)
West between 35th and 36th St,9,middle,3,-122.27228791531195,37.82516869688792,POINT (-122.27228791531195 37.82516869688792)
West between 35th and 36th St,9,middle,4,-122.27227056142172,37.82523651165397,POINT (-122.27227056142172 37.82523651165397)
West between 35th and 36th St,9,middle,5,-122.2722532075315,37.82530432642002,POINT (-122.2722532075315 37.82530432642002)
West between 35th and 36th St,9,middle,6,-122.27223585364129,37.825372141186065,POINT (-122.27223585364129 37.825372141186065)
West between 35th and 36th St,9,middle,7,-122.27221849975106,37.82543995595211,POINT (-122.27221849975106 37.82543995595211)
West between 35th and 36th St,9,middle,8,-122.27220114586085,37.82550777071816,POINT (-122.27220114586085 37.82550777071816)
W MacArthur Blvd between Shafter St & Manila Ave,1,middle,0,-122.25991961951657,37.82490501003547,POINT (-122.25991961951657 37.82490501003547)
W MacArthur Blvd between Webster St and Shafter St,1,middle,0,-122.2607547445626,37.82510932389119,POINT (-122.2607547445626 37.82510932389119)
34th St between Chestnut St and San Pablo Ave,1,middle,0,-122.27910124234153,37.82521427906223,POINT (-122.27910124234153 37.82521427906223)
Chestnut St between 35th St and 34th St,1,middle,0,-122.27923293554117,37.82546312126903,POINT (-122.27923293554117 37.82546312126903)
W MacArthur Blvd between Ruby St and Webster St | W Macarthur Blvd between Ruby and Webster St,2,middle,0,-122.26233465196432,37.825342271985924,POINT (-122.26233465196432 37.825342271985924)
W MacArthur Blvd between Ruby St and Webster St | W Macarthur Blvd between Ruby and Webster St,2,middle,1,-122.2622664911831,37.825326331223614,POINT (-122.2622664911831 37.825326331223614)
34th St between Adeline St and Chestnut St,1,middle,0,-122.28022929102775,37.8254740445372,POINT (-122.28022929102775 37.8254740445372)
Market between 35th and 36th,5,middle,0,-122.27518613119634,37.825711777393295,POINT (-122.27518613119634 37.825711777393295)
Market between 35th and 36th,5,middle,1,-122.27516862349314,37.82577955261243,POINT (-122.27516862349314 37.82577955261243)
Market between 35th and 36th,5,middle,2,-122.27515111578994,37.82584732783156,POINT (-122.27515111578994 37.82584732783156)
Market between 35th and 36th,5,middle,3,-122.27513360808673,37.8259151030507,POINT (-122.27513360808673 37.8259151030507)
Market between 35th and 36th,5,middle,4,-122.27511610038354,37.82598287826983,POINT (-122.27511610038354 37.82598287826983)
W MacArthur Blvd between Latimer Pl and Ruby St,1,middle,0,-122.26341743251746,37.825591771527215,POINT (-122.26341743251746 37.825591771527215)
W MacArthur Blvd between Telegraph Ave and Latimer Pl,1,middle,0,-122.26385102758906,37.825703994745226,POINT (-122.26385102758906 37.825703994745226)
34th St between Peralta St and Fitzgerald St,3,middle,0,-122.28293990949798,37.82608558045696,POINT (-122.28293990949798 37.82608558045696)
34th St between Peralta St and Fitzgerald St,3,middle,1,-122.28287146655873,37.826070898356804,POINT (-122.28287146655873 37.826070898356804)
34th St between Peralta St and Fitzgerald St,3,middle,2,-122.28280302361946,37.826056216256646,POINT (-122.28280302361946 37.826056216256646)
MLK between W MacArthur Blvd and 37th St,1,middle,0,-122.2692709773419,37.82647706127035,POINT (-122.2692709773419 37.82647706127035)
35th St between Chestnut St and San Pablo Ave,1,middle,0,-122.27872949474798,37.82649006948096,POINT (-122.27872949474798 37.82649006948096)
Webster St between W MacArthur Blvd and 38th St,1,middle,0,-122.26140883599963,37.82642711889244,POINT (-122.26140883599963 37.82642711889244)
35th St between Adeline St and Chestnut St,1,middle,0,-122.27974837461822,37.826734538955186,POINT (-122.27974837461822 37.826734538955186)
35th St between Magnolia and Adeline St,1,middle,0,-122.28012096968514,37.82681972979168,POINT (-122.28012096968514 37.82681972979168)
Magnolia St between 35th St and 36th St,1,middle,0,-122.28096803125236,37.82714490106737,POINT (-122.28096803125236 37.82714490106737)
Peralta St between Harlan St and 35th St,1,middle,0,-122.28150410896376,37.82697311919251,POINT (-122.28150410896376 37.82697311919251)
Peralta St between 35th St and 36th St,1,middle,0,-122.28131098180518,37.827217381374126,POINT (-122.28131098180518 37.827217381374126)
Dover St between 44th and 45th,1,middle,0,-122.26541007385244,37.83236857343703,POINT (-122.26541007385244 37.83236857343703)
46th St between Dover and Shuttuck Ave,1,middle,0,-122.26488670130051,37.83390087663138,POINT (-122.26488670130051 37.83390087663138)
Dover street between 46th St. and 47th St.,2,middle,0,-122.26507119736671,37.83410987540901,POINT (-122.26507119736671 37.83410987540901)
Dover street between 46th St. and 47th St.,2,middle,1,-122.2650570902455,37.83417843916862,POINT (-122.2650570902455 37.83417843916862)
47th St between Dover and Shuttuck Ave,1,middle,0,-122.26474282187948,37.834603990570365,POINT (-122.26474282187948 37.834603990570365)
Lowell St between Aileen St & 57th St,1,middle,0,-122.27667904501565,37.8412821115636,POINT (-122.27667904501565 37.8412821115636)
Lowell St between 57th St & Arlinton Ave,1,middle,0,-122.27673449260674,37.84158371196661,POINT (-122.27673449260674 37.84158371196661)
Frog Park the pathway between Clifton and Cavour,4,middle,0,-122.2581231957819,37.8408662511508,POINT (-122.2581231957819 37.8408662511508)
Frog Park the pathway between Clifton and Cavour,4,middle,1,-122.25808314066435,37.84092365835904,POINT (-122.25808314066435 37.84092365835904)
Frog Park the pathway between Clifton and Cavour,4,middle,2,-122.25803955009852,37.84097839004986,POINT (-122.25803955009852 37.84097839004986)
Frog Park the pathway between Clifton and Cavour,4,middle,3,-122.25799518535337,37.841032535865835,POINT (-122.25799518535337 37.841032535865835)
Arlington Ave between Grace Lowell St and Los Angeles St,1,middle,0,-122.2770828574628,37.842073407164904,POINT (-122.2770828574628 37.842073407164904)
Lowell St between Arlington Ave & Grace Ave,1,middle,0,-122.2768519462724,37.84227172076818,POINT (-122.2768519462724 37.84227172076818)
59th St between Herzog St and San Pablo Ave,1,middle,0,-122.28232124628519,37.84224074334602,POINT (-122.28232124628519 37.84224074334602)
Grace Ave between Lowell St and Los Angeles St,1,middle,0,-122.27856075811076,37.84249061209041,POINT (-122.27856075811076 37.84249061209041)
San Pablo Ave between 59th St & 60th St,1,middle,0,-122.2837100198495,37.84265442337707,POINT (-122.2837100198495 37.84265442337707)
Stanford Ave between Los Angeles and Lowell St,1,middle,0,-122.27861662217806,37.84270369254397,POINT (-122.27861662217806 37.84270369254397)
Lowell St between Grace Ave & Stanford Ave,1,middle,0,-122.27696463819748,37.84294808926688,POINT (-122.27696463819748 37.84294808926688)
Stanford Ave between Lowell St and Market St,1,middle,0,-122.27673980541915,37.84371486176846,POINT (-122.27673980541915 37.84371486176846)
San Pablo Ave between 61st St and 62nd St,1,middle,0,-122.28403403407032,37.84414167163574,POINT (-122.28403403407032 37.84414167163574)
San Pablo Ave between 61st St & 63rd St,1,middle,0,-122.28406170066859,37.8442336552683,POINT (-122.28406170066859 37.8442336552683)
61st Pl between Baker St & Lowell St,2,middle,0,-122.27868344046729,37.84463442336374,POINT (-122.27868344046729 37.84463442336374)
61st Pl between Baker St & Lowell St,2,middle,1,-122.27861396587618,37.84464298380702,POINT (-122.27861396587618 37.84464298380702)
Baker St between 61st Pl & 62nd St,1,middle,0,-122.27897922695496,37.84479360489918,POINT (-122.27897922695496 37.84479360489918)
San Pablo Ave between 62nd St and 63rd St,1,middle,0,-122.28428611400935,37.844922562553954,POINT (-122.28428611400935 37.844922562553954)
Lowell St between Stanford Ave and 61st Pl,1,middle,0,-122.27713285647928,37.844623551202965,POINT (-122.27713285647928 37.844623551202965)
61st St between Bakers St & Lowell St,1,middle,0,-122.27876502798198,37.84507049755745,POINT (-122.27876502798198 37.84507049755745)
Hezrog St between 62nd St & 63rd St,1,middle,0,-122.28274658078173,37.84546943571986,POINT (-122.28274658078173 37.84546943571986)
63rd St between Hezrog St & San Pablo Ave,1,middle,0,-122.28320777841326,37.846265262524774,POINT (-122.28320777841326 37.846265262524774)
Bigge Street between 98th Ave & Adams Ave,2,middle,0,-122.19349760834527,37.7292311899863,POINT (-122.19349760834527 37.7292311899863)
Bigge Street between 98th Ave & Adams Ave,2,middle,1,-122.19343406267986,37.72920183102843,POINT (-122.19343406267986 37.72920183102843)
85th Ave between Railroad Ave and Edes Ave,1,middle,0,-122.19262004742274,37.73974930005805,POINT (-122.19262004742274 37.73974930005805)
E St between 98th Ave and 100th Ave,1,middle,0,-122.17554835690544,37.73983121127456,POINT (-122.17554835690544 37.73983121127456)
Enterprise Way between Edes Ave and 85th Ave,1,middle,0,-122.19243051423437,37.74197537313964,POINT (-122.19243051423437 37.74197537313964)
San Leandro St between 92nd Ave & 98th Ave,3,middle,0,-122.18415779378599,37.74288109352509,POINT (-122.18415779378599 37.74288109352509)
San Leandro St between 92nd Ave & 98th Ave,3,middle,1,-122.18410406334871,37.74283622660954,POINT (-122.18410406334871 37.74283622660954)
San Leandro St between 92nd Ave & 98th Ave,3,middle,2,-122.18405033291144,37.742791359693996,POINT (-122.18405033291144 37.742791359693996)
85th Avenue between Baldwin St and Enterprise Way,1,middle,0,-122.1913928233011,37.74379076838829,POINT (-122.1913928233011 37.74379076838829)
Baldwin between Hegenberger and 85th Ave,1,middle,0,-122.19184012382462,37.74455969159381,POINT (-122.19184012382462 37.74455969159381)
Foothill between 106th Ave and 108th Ave,2,middle,0,-122.14920458568704,37.74443995321139,POINT (-122.14920458568704 37.74443995321139)
Foothill between 106th Ave and 108th Ave,2,middle,1,-122.14914521316321,37.74440287352135,POINT (-122.14914521316321 37.74440287352135)
Foothill Blvd between MacArthur and Frazier Ave,1,middle,0,-122.15308413744029,37.74512888333113,POINT (-122.15308413744029 37.74512888333113)
Foothill Blvd between Frazier Ave and Talbot Ave,1,middle,0,-122.15242871164375,37.74511907343603,POINT (-122.15242871164375 37.74511907343603)
San Leandro St between 85th Ave and 92nd Ave,3,middle,0,-122.18861047508517,37.74661231245708,POINT (-122.18861047508517 37.74661231245708)
San Leandro St between 85th Ave and 92nd Ave,3,middle,1,-122.1885568332847,37.746567339607026,POINT (-122.1885568332847 37.746567339607026)
San Leandro St between 85th Ave and 92nd Ave,3,middle,2,-122.18850319148422,37.74652236675697,POINT (-122.18850319148422 37.74652236675697)
San Leandro St between 81st Ave and 85th Ave: 8451 San Leandro St (Pick-n-Pull) | San Leandro St between 81st Ave and 85th Ave: 8451 San Leandro Street (Pick-n-Pull),4,middle,0,-122.19199558883565,37.749441499099795,POINT (-122.19199558883565 37.749441499099795)
San Leandro St between 81st Ave and 85th Ave: 8451 San Leandro St (Pick-n-Pull) | San Leandro St between 81st Ave and 85th Ave: 8451 San Leandro Street (Pick-n-Pull),4,middle,1,-122.19194179115806,37.74939671283086,POINT (-122.19194179115806 37.74939671283086)
San Leandro St between 81st Ave and 85th Ave: 8451 San Leandro St (Pick-n-Pull) | San Leandro St between 81st Ave and 85th Ave: 8451 San Leandro Street (Pick-n-Pull),4,middle,2,-122.19188799348045,37.74935192656192,POINT (-122.19188799348045 37.74935192656192)
San Leandro St between 81st Ave and 85th Ave: 8451 San Leandro St (Pick-n-Pull) | San Leandro St between 81st Ave and 85th Ave: 8451 San Leandro Street (Pick-n-Pull),4,middle,3,-122.19183419580285,37.74930714029299,POINT (-122.19183419580285 37.74930714029299)
77th Ave between Rudsdale St and Hamilton St,1,middle,0,-122.18842883994738,37.75495529932521,POINT (-122.18842883994738 37.75495529932521)
San Leandro Street between Seminary & 66th Avenue,3,middle,0,-122.2013199512497,37.75727407579606,POINT (-122.2013199512497 37.75727407579606)
San Leandro Street between Seminary & 66th Avenue,3,middle,1,-122.20137333609318,37.75731935336762,POINT (-122.20137333609318 37.75731935336762)
San Leandro Street between Seminary & 66th Avenue,3,middle,2,-122.20142672093667,37.75736463093917,POINT (-122.20142672093667 37.75736463093917)
81st Ave between International Blvd & Holly St,1,middle,0,-122.17835349581514,37.757232298917046,POINT (-122.17835349581514 37.757232298917046)
71st Ave Between Oral St and International Blvd (1430 71st Ave),1,middle,0,-122.18872669188424,37.760406239074364,POINT (-122.18872669188424 37.760406239074364)
San Leandro St between 54th Ave & Seminary Ave,1,middle,0,-122.20918370913958,37.763910115698195,POINT (-122.20918370913958 37.763910115698195)
50th Ave between International Blvd & E 12th St,3,middle,0,-122.21041442625005,37.76788457821286,POINT (-122.21041442625005 37.76788457821286)
50th Ave between International Blvd & E 12th St,3,middle,1,-122.21036177618268,37.76793070814248,POINT (-122.21036177618268 37.76793070814248)
50th Ave between International Blvd & E 12th St,3,middle,2,-122.21030912611532,37.767976838072094,POINT (-122.21030912611532 37.767976838072094)
Church St between Foohill Blvd and Bancroft Ave,1,middle,0,-122.17928777035664,37.76826257217578,POINT (-122.17928777035664 37.76826257217578)
68th Ave between Foothill Blvd and Bancroft Ave,4,middle,0,-122.1799207119564,37.76878662036374,POINT (-122.1799207119564 37.76878662036374)
68th Ave between Foothill Blvd and Bancroft Ave,4,middle,1,-122.1798617007149,37.76882427236736,POINT (-122.1798617007149 37.76882427236736)
68th Ave between Foothill Blvd and Bancroft Ave,4,middle,2,-122.1798026894734,37.768861924370974,POINT (-122.1798026894734 37.768861924370974)
68th Ave between Foothill Blvd and Bancroft Ave,4,middle,3,-122.1797436782319,37.768899576374594,POINT (-122.1797436782319 37.768899576374594)
49th Ave between International Blvd and San Leandro St,3,middle,0,-122.20985082356457,37.76937368313558,POINT (-122.20985082356457 37.76937368313558)
49th Ave between International Blvd and San Leandro St,3,middle,1,-122.20990713553749,37.7693321023503,POINT (-122.20990713553749 37.7693321023503)
49th Ave between International Blvd and San Leandro St,3,middle,2,-122.20996344751042,37.76929052156501,POINT (-122.20996344751042 37.76929052156501)
47th St between International Blvd and San Leandro St,1,middle,0,-122.2115096787033,37.77025404196169,POINT (-122.2115096787033 37.77025404196169)
Trask St between Foothill Blvd and Bancroft Ave,2,middle,0,-122.1945046819538,37.77144375676442,POINT (-122.1945046819538 37.77144375676442)
Trask St between Foothill Blvd and Bancroft Ave,2,middle,1,-122.19455892491338,37.771488002683284,POINT (-122.19455892491338 37.771488002683284)
Bancroft between Cole St and Trask St,1,middle,0,-122.19808039478407,37.77173721395663,POINT (-122.19808039478407 37.77173721395663)
64th Ave between Camden St and MacArthur Blvd,1,middle,0,-122.18173853466135,37.77260219424668,POINT (-122.18173853466135 37.77260219424668)
MacArthur Blvd between 66th Ave and 68th Ave,1,middle,0,-122.17775655627455,37.7724092570519,POINT (-122.17775655627455 37.7724092570519)
62nd Ave between Foothill Blvd and Brann St,1,middle,0,-122.18480599435199,37.77251404609356,POINT (-122.18480599435199 37.77251404609356)
41st Ave between International blvd and San Leandro St,3,middle,0,-122.21744199474315,37.77316108006653,POINT (-122.21744199474315 37.77316108006653)
41st Ave between International blvd and San Leandro St,3,middle,1,-122.2174847426434,37.77310564887473,POINT (-122.2174847426434 37.77310564887473)
41st Ave between International blvd and San Leandro St,3,middle,2,-122.21752749054366,37.77305021768294,POINT (-122.21752749054366 37.77305021768294)
Kennedy St between E7th St and 23rd Ave: 401 Kennedy St,3,middle,0,-122.23635291779746,37.77373874336519,POINT (-122.23635291779746 37.77373874336519)
Kennedy St between E7th St and 23rd Ave: 401 Kennedy St,3,middle,1,-122.2364227981182,37.773734651816184,POINT (-122.2364227981182 37.773734651816184)
Kennedy St between E7th St and 23rd Ave: 401 Kennedy St,3,middle,2,-122.23649267843894,37.773730560267175,POINT (-122.23649267843894 37.773730560267175)
Brann St between Camden St and 67th Ave,1,middle,0,-122.1795219271099,37.77047807710282,POINT (-122.1795219271099 37.77047807710282)
E 12th St between 26th Ave & 29th Ave,3,middle,0,-122.23325380743601,37.78003921790728,POINT (-122.23325380743601 37.78003921790728)
E 12th St between 26th Ave & 29th Ave,3,middle,1,-122.23319863572365,37.779996135635336,POINT (-122.23319863572365 37.779996135635336)
E 12th St between 26th Ave & 29th Ave,3,middle,2,-122.2331434640113,37.77995305336339,POINT (-122.2331434640113 37.77995305336339)
36th Ave between Foothill Blvd and Harper St,2,middle,0,-122.21834135334178,37.781078987881656,POINT (-122.21834135334178 37.781078987881656)
36th Ave between Foothill Blvd and Harper St,2,middle,1,-122.2182834959967,37.78111839000876,POINT (-122.2182834959967 37.78111839000876)
Foothill Blvd between Crosby Ave and Harrington Ave,1,middle,0,-122.21882958477836,37.78125921630281,POINT (-122.21882958477836 37.78125921630281)
Crosby Ave between Foothill Blvd and Harper St,1,middle,0,-122.21862194461123,37.781758948686495,POINT (-122.21862194461123 37.781758948686495)
Foothill Blvd between E 15th St and 23rd Ave,1,middle,0,-122.23517003587094,37.78569230462858,POINT (-122.23517003587094 37.78569230462858)
Foothill Blvd between 22nd Ave and 23rd Ave,2,middle,0,-122.23603818185742,37.786086981739125,POINT (-122.23603818185742 37.786086981739125)
Foothill Blvd between 22nd Ave and 23rd Ave,2,middle,1,-122.23597794545498,37.786051322577315,POINT (-122.23597794545498 37.786051322577315)
E 17th St between 22nd Ave and 23rd Ave,2,middle,0,-122.2352432378061,37.78691063498863,POINT (-122.2352432378061 37.78691063498863)
E 17th St between 22nd Ave and 23rd Ave,2,middle,1,-122.23518318463643,37.78687466810368,POINT (-122.23518318463643 37.78687466810368)
E 8th St between 12th Ave and E 12th St | E. 8th between 12th Ave to E. 12th st,5,middle,0,-122.24950849063042,37.78920741147663,POINT (-122.24950849063042 37.78920741147663)
E 8th St between 12th Ave and E 12th St | E. 8th between 12th Ave to E. 12th st,5,middle,1,-122.24944417199984,37.789179786962855,POINT (-122.24944417199984 37.789179786962855)
E 8th St between 12th Ave and E 12th St | E. 8th between 12th Ave to E. 12th st,5,middle,2,-122.24937985336928,37.78915216244908,POINT (-122.24937985336928 37.78915216244908)
E 8th St between 12th Ave and E 12th St | E. 8th between 12th Ave to E. 12th st,5,middle,3,-122.2493155347387,37.7891245379353,POINT (-122.2493155347387 37.7891245379353)
E 8th St between 12th Ave and E 12th St | E. 8th between 12th Ave to E. 12th st,5,middle,4,-122.24925121610814,37.78909691342152,POINT (-122.24925121610814 37.78909691342152)
15th Ave (Median) between Foothill Blvd and E. 19th Street  (1740 15th Ave),2,middle,0,-122.24248210441644,37.79200438919715,POINT (-122.24248210441644 37.79200438919715)
15th Ave (Median) between Foothill Blvd and E. 19th Street  (1740 15th Ave),2,middle,1,-122.24253821601519,37.7919625384088,POINT (-122.24253821601519 37.7919625384088)
7th St & E 8th St between Fallon St & 6th Ave,4,middle,0,-122.25768592850419,37.792661972218724,POINT (-122.25768592850419 37.792661972218724)
7th St & E 8th St between Fallon St & 6th Ave,4,middle,1,-122.25775527666113,37.792671502860344,POINT (-122.25775527666113 37.792671502860344)
7th St & E 8th St between Fallon St & 6th Ave,4,middle,2,-122.25782462481807,37.792681033501964,POINT (-122.25782462481807 37.792681033501964)
7th St & E 8th St between Fallon St & 6th Ave,4,middle,3,-122.257893972975,37.792690564143584,POINT (-122.257893972975 37.792690564143584)
5th Ave between Embarcadero & E 8th St,4,middle,0,-122.25833844087504,37.79255877160749,POINT (-122.25833844087504 37.79255877160749)
5th Ave between Embarcadero & E 8th St,4,middle,1,-122.25839472814664,37.792517157390506,POINT (-122.25839472814664 37.792517157390506)
5th Ave between Embarcadero & E 8th St,4,middle,2,-122.25845101541825,37.79247554317353,POINT (-122.25845101541825 37.79247554317353)
5th Ave between Embarcadero & E 8th St,4,middle,3,-122.25850730268985,37.79243392895655,POINT (-122.25850730268985 37.79243392895655)
Fallon St between Oak St and Fallon St,1,middle,0,-122.26726951363374,37.79210138374453,POINT (-122.26726951363374 37.79210138374453)
Fallon St between Victory Ct and Fallon St,1,middle,0,-122.2669708043122,37.79218684090072,POINT (-122.2669708043122 37.79218684090072)
E 10th St between 2nd Ave & 4th Ave,1,middle,0,-122.25895540118515,37.7957435283108,POINT (-122.25895540118515 37.7957435283108)
Embarcadero West between Clay St and Franklin St,2,middle,0,-122.27874208857901,37.79620892209038,POINT (-122.27874208857901 37.79620892209038)
Embarcadero West between Clay St and Franklin St,2,middle,1,-122.27867691733563,37.79618337391947,POINT (-122.27867691733563 37.79618337391947)
10th St between Fallon St & East Dr,1,middle,0,-122.26132428808222,37.797023396425104,POINT (-122.26132428808222 37.797023396425104)
Lakeshore Ave between Hanover and E18th St,1,middle,0,-122.25434721145656,37.80086581504196,POINT (-122.25434721145656 37.80086581504196)
City Lot - 11th St between Clay & Broadway,1,middle,0,-122.27276072528784,37.80237885695391,POINT (-122.27276072528784 37.80237885695391)
Lakeshore Ave between Wayne Ave & Hanover,1,middle,0,-122.2537262307798,37.80288430956153,POINT (-122.2537262307798 37.80288430956153)
Peralta St between 3rd St and 7th St,1,middle,0,-122.29989905832232,37.80390424004657,POINT (-122.29989905832232 37.80390424004657)
5th St. between Mandela Pkwy & Union,3,middle,0,-122.2937293617512,37.80374586707103,POINT (-122.2937293617512 37.80374586707103)
5th St. between Mandela Pkwy & Union,3,middle,1,-122.29366133159472,37.803729377746926,POINT (-122.29366133159472 37.803729377746926)
5th St. between Mandela Pkwy & Union,3,middle,2,-122.29359330143825,37.803712888422815,POINT (-122.29359330143825 37.803712888422815)
Mandela Pkwy between 8th St and Dr Huey P. Newton Wy,1,middle,0,-122.29325271090353,37.80621028772475,POINT (-122.29325271090353 37.80621028772475)
Lakeshore Ave between Boden Ave & Brooklyn Ave,1,middle,0,-122.24971443916947,37.807251059077984,POINT (-122.24971443916947 37.807251059077984)
Mandela Pkwy between Dr Huey P. Newton Wy and 10th St,1,middle,0,-122.29280931535477,37.80772110963629,POINT (-122.29280931535477 37.80772110963629)
MLK between San Pablo Ave & W Grand Ave,16,middle,0,-122.27328664444657,37.81081732086091,POINT (-122.27328664444657 37.81081732086091)
MLK between San Pablo Ave & W Grand Ave,16,middle,1,-122.27327030424956,37.81088538699024,POINT (-122.27327030424956 37.81088538699024)
MLK between San Pablo Ave & W Grand Ave,16,middle,2,-122.27321640283728,37.81091349533173,POINT (-122.27321640283728 37.81091349533173)
MLK between San Pablo Ave & W Grand Ave,16,middle,3,-122.27314745731803,37.81092559968536,POINT (-122.27314745731803 37.81092559968536)
MLK between San Pablo Ave & W Grand Ave,16,middle,4,-122.27307851179879,37.810937704038984,POINT (-122.27307851179879 37.810937704038984)
MLK between San Pablo Ave & W Grand Ave,16,middle,5,-122.27305825577771,37.81099920885065,POINT (-122.27305825577771 37.81099920885065)
